nid,aid
1358,2932
2095,2932
2096,2932
2097,2932
2098,2932
2099,2932
2100,2932
2101,2932
2102,2932
2103,2932
2104,2932
2105,2932
2106,2932
2107,2932
2108,25315
2109,25315
2110,25315
2111,25315
2112,25315
2113,25315
2114,25315
2115,25315
2116,25315
2117,25315
2118,25315
2119,25315
2120,25315
2121,25315
2122,25315
2123,25315
2124,25315
2125,25315
2126,25315
2127,25315
2128,25315
2129,25315
2130,25315
2131,25315
2132,25315
2133,25315
1695,25322
2134,25322
2135,25322
2136,25322
2137,25322
2138,25322
2139,25322
2140,25322
2141,25322
2142,25322
2143,25322
2144,25322
2145,25322
1156,25322
2146,25327
2147,25327
2148,25327
2149,25327
2150,25327
2151,25327
2152,25327
2078,25327
2153,25327
2154,25327
2155,25327
2156,25327
2157,25327
2158,25327
2159,25327
2160,25330
2161,25330
2162,25330
2163,25330
2164,25330
2165,25330
2166,25330
2167,25330
2168,25330
2169,25330
2170,25330
2171,25330
2172,25330
2173,25330
2174,25330
1355,25330
2175,25330
2176,25330
2177,25330
2178,25330
2179,25330
2179,27671
2180,25330
2181,25330
2182,25338
2183,25338
2184,25338
2185,25338
2186,25338
2187,25338
2188,25338
2189,25338
2190,25338
2191,25338
2192,25338
2193,25338
2194,25338
2195,25338
2196,25338
2197,25338
2198,25338
2199,25338
2200,25338
2201,25338
2202,25338
2203,25338
2204,25338
2205,3041
2206,3041
2207,3041
2208,3041
2209,3041
2210,3041
2211,3041
2212,3041
2213,3041
2214,3041
2215,3041
2216,3041
2217,3041
2218,3041
2219,3041
2220,3041
2221,3041
2222,3881
2223,3881
2224,3881
2225,3881
2226,3881
2227,3881
2228,3881
2229,25486
2230,25486
2231,25486
2232,25486
2233,25486
2234,25486
2235,25486
2236,25486
2237,25486
2238,25486
2239,5217
2240,5217
2241,5217
2242,5217
2243,5217
2244,5217
2245,5217
2246,5217
2247,5217
2248,5217
2249,5217
