aid,attribute
377,PROCEEDINGS OF THE ASME SUMMER HEAT TRANSFER CONFERENCE
378,PROCEEDINGS OF THE ASME SUMMER HEAT TRANSFER CONFERENCE - 2013
379,PROCEEDINGS OF THE ASME TURBO EXPO: TURBINE TECHNICAL CONFERENCE AND EXPOSITION
380,PROCEEDINGS OF THE ASME/JSME/KSME JOINT FLUIDS ENGINEERING CONFERENCE
381,PROCEEDINGS OF THE XI'AN 2012 INTERNATIONAL CONFERENCE OF SPORT SCIENCE & PHYSICAL EDUCATION
382,PROGRESS IN INDUSTRIAL AND CIVIL ENGINEERING
383,PROGRESS IN PATTERN RECOGNITION IMAGE ANALYSIS
384,RECONFIGURABLE COMPUTING: ARCHITECTURES
385,REGULARITY ESTIMATES FOR NONLINEAR ELLIPTIC AND PARABOLIC PROBLEMS: CETRARO
386,RESIDUAL STRESS
387,REVIEW OF RESEARCH IN EDUCATION
388,RIBOSWITCH DISCOVERY
389,ROBOTIC WELDING
390,RUTHERFORD CENTENNIAL CONFERENCE ON NUCLEAR PHYSICS
391,SENSING TECHNOLOGIES FOR GLOBAL HEALTH
392,SENSORS AND SMART STRUCTURES TECHNOLOGIES FOR CIVIL
393,SHOCK COMPRESSION OF CONDENSED MATTER - 2011
394,SIGE
395,SIGNAL PROCESSING
396,SILICON COMPATIBLE MATERIALS
397,SOCIAL INFORMATICS
398,SOCIAL JUSTICE IN DIVERSE SUBURBS: HISTORY
399,SOFTWARE ENGINEERING AND FORMAL METHODS: 14TH INTERNATIONAL CONFERENCE
400,SPACE TELESCOPES AND INSTRUMENTATION 2014: OPTICAL
401,SPACE TELESCOPES AND INSTRUMENTATION 2016: OPTICAL
402,SPACEFLIGHT MECHANICS 2013
403,SPACEFLIGHT MECHANICS 2015
404,SPACEFLIGHT MECHANICS 2017
405,SPECIAL TOPICS IN STRUCTURAL DYNAMICS
406,STRUCTURAL HEALTH MONITORING 2013
407,SUSTAINABILITY
408,SUSTAINABLE DEVELOPMENT OF URBAN ENVIRONMENT AND BUILDING MATERIAL
409,THREE-DIMENSIONAL IMAGING
410,TMS 2012 141ST ANNUAL MEETING & EXHIBITION - SUPPLEMENTAL PROCEEDINGS
411,TOOLS AND ALGORITHMS FOR THE CONSTRUCTION AND ANALYSIS OF SYSTEMS
412,TRI-STATE DAIRY NUTRITION CONFERENCE
413,UNDERSTANDING THE GEOLOGICAL AND MEDICAL INTERFACE OF ARSENIC
414,UNIVERSAL ACCESS IN HUMAN-COMPUTER INTERACTION: ACCESS TO THE HUMAN ENVIRONMENT AND CULTURE
415,WILLE
416,WIRELESS ALGORITHMS
417,WORKSHOP ON DARK MATTER
418,WORKSHOP ON NEUTRINO PHYSICS AND UNIFICATION
419,WORLD CONGRESS ON MEDICAL PHYSICS AND BIOMEDICAL ENGINEERING
420,WORLD ENVIRONMENTAL AND WATER RESOURCES CONGRESS 2016: ENVIRONMENTAL
421,WORLD ENVIRONMENTAL AND WATER RESOURCES CONGRESS 2016: PROFESSIONAL DEVELOPMENT
422,WORLD ENVIRONMENTAL AND WATER RESOURCES CONGRESS 2017: INTERNATIONAL PERSPECTIVES
423,WORLD ENVIRONMENTAL AND WATER RESOURCES CONGRESS 2017: WATERSHED MANAGEMENT
424,WORLD ENVIRONMENTAL AND WATER RESOURCES CONGRESS 2018: WATER
425,WORLD MULTIDISCIPLINARY CIVIL ENGINEERING-ARCHITECTURE-URBAN PLANNING SYMPOSIUM 2016
426,WORLD MULTIDISCIPLINARY EARTH SCIENCES SYMPOSIUM
427,WORLD MULTIDISCIPLINARY EARTH SCIENCES SYMPOSIUM (WMESS 2016)
428,Water
429,Water Stress in Biological
430,World Environmental and Water Resources Congress 2015: Floods
431,World Environmental and Water Resources Congress 2016: Environmental
432,X INTERNATIONAL SYMPOSIUM ON INTEGRATING CANOPY
433,XV LATIN AMERICAN REGIONAL IAU MEETING
434,XXII ISPRS CONGRESS
435,XXIX INTERNATIONAL CONFERENCE ON PHOTONIC
436,XXIX INTERNATIONAL HORTICULTURAL CONGRESS ON HORTICULTURE: SUSTAINING LIVES
437,XXVII INTERNATIONAL CONFERENCE ON PHOTONIC
438,XXVIII INTERNATIONAL CONFERENCE ON PHOTONIC
439,XXVIII INTERNATIONAL HORTICULTURAL CONGRESS ON SCIENCE AND HORTICULTURE FOR PEOPLE (IHC2010): INTERNATIONAL SYMPOSIUM ON ADVANCES IN ORNAMENTALS
440,XXVIII INTERNATIONAL HORTICULTURAL CONGRESS ON SCIENCE AND HORTICULTURE FOR PEOPLE (IHC2010): INTERNATIONAL SYMPOSIUM ON CITRUS
441,XXVIII INTERNATIONAL HORTICULTURAL CONGRESS ON SCIENCE AND HORTICULTURE FOR PEOPLE (IHC2010): INTERNATIONAL SYMPOSIUM ON ENVIRONMENTAL
442,XXX INTERNATIONAL CONFERENCE ON PHOTONIC
443,10TH INTERNATIONAL LISA SYMPOSIUM
444,11TH APPLIED ISOTOPE GEOCHEMISTRY CONFERENCE AIG-11
445,11TH CONFERENCE ON THE INTERSECTIONS OF PARTICLE AND NUCLEAR PHYSICS (CIPANP 2012)
446,11TH EDOARDO AMALDI CONFERENCE ON GRAVITATIONAL WAVES (AMALDI 11)
447,11TH INTERNATIONAL LISA SYMPOSIUM
448,11TH INTERNATIONAL SYMPOSIUM ON THERAPEUTIC ULTRASOUND
449,13TH GLOBAL CONFERENCE ON SUSTAINABLE MANUFACTURING - DECOUPLING GROWTH FROM RESOURCE USE
450,13TH INTERNATIONAL CONFERENCE ON MEDICAL INFORMATION PROCESSING AND ANALYSIS
451,13TH INTERNATIONAL CONFERENCE ON MICRO AND NANOTECHNOLOGY FOR POWER GENERATION AND ENERGY CONVERSION APPLICATIONS (POWERMEMS 2013)
452,13TH WORKING CONFERENCE ON MINING SOFTWARE REPOSITORIES (MSR 2016)
453,14TH CIRP CONFERENCE ON MODELING OF MACHINING OPERATIONS (CIRP CMMO)
454,14TH HYPERVELOCITY IMPACT SYMPOSIUM (HVIS 2017)
455,14TH INTERNATIONAL CONFERENCE ON MICRO AND NANOTECHNOLOGY FOR POWER GENERATION AND ENERGY CONVERSION APPLICATIONS (POWERMEMS 2014)
456,14TH INTERNATIONAL CONFERENCE ON MOBILE SYSTEMS AND PERVASIVE COMPUTING (MOBISPC 2017) / 12TH INTERNATIONAL CONFERENCE ON FUTURE NETWORKS AND COMMUNICATIONS (FNC 2017) / AFFILIATED WORKSHOPS
457,15TH CIRP CONFERENCE ON MODELLING OF MACHINING OPERATIONS (15TH CMMO)
458,15TH INTERNATIONAL CONFERENCE ON MICRO AND NANOTECHNOLOGY FOR POWER GENERATION AND ENERGY CONVERSION APPLICATIONS (POWERMEMS 2015)
459,16TH WATER DISTRIBUTION SYSTEM ANALYSIS CONFERENCE (WDSA2014): URBAN WATER HYDROINFORMATICS AND STRATEGIC PLANNING
460,17TH INTERNATIONAL CONFERENCE ON ATOMIC PROCESSES IN PLASMAS (ICAPIP)
461,17TH INTERNATIONAL CONFERENCE ON MICRO AND NANOTECHNOLOGY FOR POWER GENERATION AND ENERGY CONVERSION APPLICATIONS (POWERMEMS 2017)
462,17TH INTERNATIONAL WORKSHOP ON ADVANCED COMPUTING AND ANALYSIS TECHNIQUES IN PHYSICS RESEARCH (ACAT2016)
463,18TH INTERNATIONAL SYMPOSIUM ON VLSI DESIGN AND TEST
464,19TH IEEE INTERNATIONAL SYMPOSIUM ON HIGH PERFORMANCE COMPUTER ARCHITECTURE (HPCA2013)
465,19TH PARTICLES AND NUCLEI INTERNATIONAL CONFERENCE (PANIC11)
466,1ST IEEE EUROPEAN SYMPOSIUM ON SECURITY AND PRIVACY
467,1ST INTERNATIONAL CONFERENCE ON NEW MATERIAL AND CHEMICAL INDUSTRY (NMCI2016)
468,2012 12TH IEEE CONFERENCE ON NANOTECHNOLOGY (IEEE-NANO)
469,2012 17TH ASIA AND SOUTH PACIFIC DESIGN AUTOMATION CONFERENCE (ASP-DAC)
470,2012 17TH INTERNATIONAL CONFERENCE ON COMPUTER GAMES (CGAMES)
471,2012 21ST INTERNATIONAL CONFERENCE ON COMPUTER COMMUNICATIONS AND NETWORKS (ICCCN)
472,2012 34TH INTERNATIONAL CONFERENCE ON SOFTWARE ENGINEERING (ICSE)
473,2012 38TH ANNUAL NORTHEAST BIOENGINEERING CONFERENCE (NEBEC)
474,2012 38TH IEEE PHOTOVOLTAIC SPECIALISTS CONFERENCE (PVSC)
475,2012 39TH ANNUAL INTERNATIONAL SYMPOSIUM ON COMPUTER ARCHITECTURE (ISCA)
476,2012 42ND EUROPEAN MICROWAVE CONFERENCE (EUMC)
477,2012 44TH SOUTHEASTERN SYMPOSIUM ON SYSTEM THEORY (SSST)
478,2012 4TH WORKSHOP ON HYPERSPECTRAL IMAGE AND SIGNAL PROCESSING (WHISPERS)
479,2012 9TH IEEE INTERNATIONAL SYMPOSIUM ON BIOMEDICAL IMAGING (ISBI)
480,2012 9TH INTERNATIONAL CONFERENCE ON UBIQUITOUS INTELLIGENCE & COMPUTING AND 9TH INTERNATIONAL CONFERENCE ON AUTONOMIC & TRUSTED COMPUTING (UIC/ATC)
481,2012 AMERICAN CONTROL CONFERENCE (ACC)
482,2012 ANNUAL INTERNATIONAL CONFERENCE OF THE IEEE ENGINEERING IN MEDICINE AND BIOLOGY SOCIETY (EMBC)
483,2012 ASEE ANNUAL CONFERENCE
484,2012 ASIA-PACIFIC INTERNATIONAL SYMPOSIUM ON ELECTROMAGNETIC COMPATIBILITY (APEMC)
485,2012 ASIA-PACIFIC SIGNAL AND INFORMATION PROCESSING ASSOCIATION ANNUAL SUMMIT AND CONFERENCE (APSIPA ASC)
486,2012 CONFERENCE ON LASERS AND ELECTRO-OPTICS (CLEO)
487,2012 CONFERENCE ON OPTOELECTRONIC AND MICROELECTRONIC MATERIALS AND DEVICES (COMMAD 2012)
488,2012 FRONTIERS IN EDUCATION CONFERENCE (FIE)
489,2012 IEEE 13TH INTERNATIONAL CONFERENCE ON INFORMATION REUSE AND INTEGRATION (IRI)
490,2012 IEEE 14TH INTERNATIONAL CONFERENCE ON HIGH PERFORMANCE COMPUTING AND COMMUNICATIONS & 2012 IEEE 9TH INTERNATIONAL CONFERENCE ON EMBEDDED SOFTWARE AND SYSTEMS (HPCC-ICESS)
491,2012 IEEE 25TH INTERNATIONAL CONFERENCE ON MICRO ELECTRO MECHANICAL SYSTEMS (MEMS)
492,2012 IEEE 26TH INTERNATIONAL PARALLEL AND DISTRIBUTED PROCESSING SYMPOSIUM (IPDPS)
493,2012 IEEE 26TH INTERNATIONAL PARALLEL AND DISTRIBUTED PROCESSING SYMPOSIUM WORKSHOPS & PHD FORUM (IPDPSW)
494,2012 IEEE 28TH INTERNATIONAL CONFERENCE ON DATA ENGINEERING (ICDE)
495,2012 IEEE 28TH SYMPOSIUM ON MASS STORAGE SYSTEMS AND TECHNOLOGIES (MSST)
496,2012 IEEE 30TH INTERNATIONAL CONFERENCE ON COMPUTER DESIGN (ICCD)
497,2012 IEEE 31ST INTERNATIONAL PERFORMANCE COMPUTING AND COMMUNICATIONS CONFERENCE (IPCCC)
498,2012 IEEE 32ND INTERNATIONAL CONFERENCE ON DISTRIBUTED COMPUTING SYSTEMS (ICDCS)
499,2012 IEEE 36TH ANNUAL COMPUTER SOFTWARE AND APPLICATIONS CONFERENCE (COMPSAC)
500,2012 IEEE 4TH INTERNATIONAL CONFERENCE ON CLOUD COMPUTING TECHNOLOGY AND SCIENCE (CLOUDCOM)
501,2012 IEEE 51ST ANNUAL CONFERENCE ON DECISION AND CONTROL (CDC)
502,2012 IEEE 62ND ELECTRONIC COMPONENTS AND TECHNOLOGY CONFERENCE (ECTC)
503,2012 IEEE 7TH SENSOR ARRAY AND MULTICHANNEL SIGNAL PROCESSING WORKSHOP (SAM)
504,2012 IEEE AEROSPACE CONFERENCE
505,2012 IEEE ANTENNAS AND PROPAGATION SOCIETY INTERNATIONAL SYMPOSIUM (APSURSI)
506,2012 IEEE COMPOUND SEMICONDUCTOR INTEGRATED CIRCUIT SYMPOSIUM (CSICS)
507,2012 IEEE COMPUTER SOCIETY ANNUAL SYMPOSIUM ON VLSI (ISVLSI)
508,2012 IEEE CONFERENCE ON COMPUTER COMMUNICATIONS WORKSHOPS (INFOCOM WKSHPS)
509,2012 IEEE CONFERENCE ON COMPUTER VISION AND PATTERN RECOGNITION (CVPR)
510,2012 IEEE CONFERENCE ON HIGH PERFORMANCE EXTREME COMPUTING (HPEC)
511,2012 IEEE CONSUMER COMMUNICATIONS AND NETWORKING CONFERENCE (CCNC)
512,2012 IEEE GLOBAL COMMUNICATIONS CONFERENCE (GLOBECOM)
513,2012 IEEE INTERNATIONAL CONFERENCE ON CLUSTER COMPUTING (CLUSTER)
514,2012 IEEE INTERNATIONAL CONFERENCE ON COMMUNICATIONS (ICC)
515,2012 IEEE INTERNATIONAL CONFERENCE ON IMAGE PROCESSING (ICIP 2012)
516,2012 IEEE INTERNATIONAL CONFERENCE ON MULTIMEDIA AND EXPO WORKSHOPS (ICMEW)
517,2012 IEEE INTERNATIONAL CONFERENCE ON WIRELESS INFORMATION TECHNOLOGY AND SYSTEMS (ICWITS)
518,2012 IEEE INTERNATIONAL ELECTRON DEVICES MEETING (IEDM)
519,2012 IEEE INTERNATIONAL GEOSCIENCE AND REMOTE SENSING SYMPOSIUM (IGARSS)
520,2012 IEEE INTERNATIONAL HIGH LEVEL DESIGN VALIDATION AND TEST WORKSHOP (HLDVT)
521,2012 IEEE INTERNATIONAL INTERCONNECT TECHNOLOGY CONFERENCE (IITC)
522,2012 IEEE INTERNATIONAL PROFESSIONAL COMMUNICATION CONFERENCE (IPCC)
523,2012 IEEE INTERNATIONAL RELIABILITY PHYSICS SYMPOSIUM (IRPS)
524,2012 IEEE INTERNATIONAL SYMPOSIUM ON INDUSTRIAL ELECTRONICS (ISIE)
525,2012 IEEE INTERNATIONAL SYMPOSIUM ON INFORMATION THEORY PROCEEDINGS (ISIT)
526,2012 IEEE INTERNATIONAL SYMPOSIUM ON MIXED AND AUGMENTED REALITY (ISMAR) - SCIENCE AND TECHNOLOGY
527,2012 IEEE INTERNATIONAL SYMPOSIUM ON SIGNAL PROCESSING AND INFORMATION TECHNOLOGY (ISSPIT)
528,2012 IEEE INTERNATIONAL WORKSHOP ON GENOMIC SIGNAL PROCESSING AND STATISTICS (GENSIPS)
529,2012 IEEE INTERNATIONAL WORKSHOP ON MACHINE LEARNING FOR SIGNAL PROCESSING (MLSP)
530,2012 IEEE MILITARY COMMUNICATIONS CONFERENCE (MILCOM 2012)
531,2012 IEEE NETWORK OPERATIONS AND MANAGEMENT SYMPOSIUM (NOMS)
532,2012 IEEE NUCLEAR SCIENCE SYMPOSIUM AND MEDICAL IMAGING CONFERENCE RECORD (NSS/MIC)
533,2012 IEEE POWER AND ENERGY SOCIETY GENERAL MEETING
534,2012 IEEE SENSORS PROCEEDINGS
535,2012 IEEE SYMPOSIUM ON COMPUTERS AND COMMUNICATIONS (ISCC)
536,2012 IEEE THIRD INTERNATIONAL CONFERENCE ON SMART GRID COMMUNICATIONS (SMARTGRIDCOMM)
537,2012 IEEE/ACM FIFTH INTERNATIONAL CONFERENCE ON UTILITY AND CLOUD COMPUTING (UCC 2012)
538,2012 IEEE/ION POSITION LOCATION AND NAVIGATION SYMPOSIUM (PLANS)
539,2012 INTERNATIONAL CONFERENCE ON OPTICAL MEMS AND NANOPHOTONICS (OMN)
540,2012 INTERNATIONAL GREEN COMPUTING CONFERENCE (IGCC)
541,2012 INTERNATIONAL JOINT CONFERENCE ON NEURAL NETWORKS (IJCNN)
542,2012 OCEANS
543,2012 PHYSICS EDUCATION RESEARCH CONFERENCE
544,2012 PROCEEDINGS IEEE INFOCOM
545,2012 PROCEEDINGS OF THE 20TH EUROPEAN SIGNAL PROCESSING CONFERENCE (EUSIPCO)
546,2012 SIXTH IEEE/PES TRANSMISSION AND DISTRIBUTION: LATIN AMERICA CONFERENCE AND EXPOSITION (T&D-LA)
547,2012 SYMPOSIUM ON APPLICATION ACCELERATORS IN HIGH PERFORMANCE COMPUTING (SAAHPC)
548,2012 WINTER SIMULATION CONFERENCE (WSC)
549,2013 14TH INTERNATIONAL WORKSHOP ON MICROPROCESSOR TEST AND VERIFICATION (MTV): COMMON CHALLENGES AND SOLUTIONS
550,2013 15TH INTERNATIONAL CONFERENCE ON TRANSPARENT OPTICAL NETWORKS (ICTON 2013)
551,2013 17TH IEEE INTERNATIONAL SYMPOSIUM ON POWER LINE COMMUNICATIONS AND ITS APPLICATIONS (ISPLC)
552,2013 17TH INTERNATIONAL CONFERENCE ON OPTICAL NETWORKING DESIGN AND MODELING (ONDM)
553,2013 19TH IEEE INTERNATIONAL CONFERENCE ON PARALLEL AND DISTRIBUTED SYSTEMS (ICPADS 2013)
554,2013 20TH IEEE INTERNATIONAL CONFERENCE ON IMAGE PROCESSING (ICIP 2013)
555,2013 21ST IEEE INTERNATIONAL CONFERENCE ON NETWORK PROTOCOLS (ICNP)
556,2013 21ST INTERNATIONAL CONFERENCE ON GEOINFORMATICS (GEOINFORMATICS)
557,2013 22ND INTERNATIONAL CONFERENCE ON NOISE AND FLUCTUATIONS (ICNF)
558,2013 26TH INTERNATIONAL CONFERENCE ON VLSI DESIGN AND 2013 12TH INTERNATIONAL CONFERENCE ON EMBEDDED SYSTEMS (VLSID)
559,2013 35TH ANNUAL INTERNATIONAL CONFERENCE OF THE IEEE ENGINEERING IN MEDICINE AND BIOLOGY SOCIETY (EMBC)
560,2013 5TH WORKSHOP ON HYPERSPECTRAL IMAGE AND SIGNAL PROCESSING: EVOLUTION IN REMOTE SENSING (WHISPERS)
561,2013 6TH INTERNATIONAL IEEE/EMBS CONFERENCE ON NEURAL ENGINEERING (NER)
562,2013 71ST ANNUAL DEVICE RESEARCH CONFERENCE (DRC)
563,2013 7TH EUROPEAN CONFERENCE ON ANTENNAS AND PROPAGATION (EUCAP)
564,2013 7TH INTERNATIONAL WORKSHOP ON TRACEABILITY IN EMERGING FORMS OF SOFTWARE ENGINEERING (TEFSE)
565,2013 8TH ANNUAL IEEE INTERNATIONAL CONFERENCE ON NANO/MICRO ENGINEERED AND MOLECULAR SYSTEMS (IEEE NEMS 2013)
566,2013 9TH ASIAN CONTROL CONFERENCE (ASCC)
567,2013 9TH INTERNATIONAL WIRELESS COMMUNICATIONS AND MOBILE COMPUTING CONFERENCE (IWCMC)
568,2013 AMERICAN CONTROL CONFERENCE (ACC)
569,2013 ASEE ANNUAL CONFERENCE
570,2013 ASIA-PACIFIC SYMPOSIUM ON ELECTROMAGNETIC COMPATIBILITY (APEMC)
571,2013 BIOMEDICAL SCIENCES AND ENGINEERING CONFERENCE (BSEC)
572,2013 CONFERENCE ON LASERS AND ELECTRO-OPTICS (CLEO)
573,2013 HUMAINE ASSOCIATION CONFERENCE ON AFFECTIVE COMPUTING AND INTELLIGENT INTERACTION (ACII)
574,2013 IEEE (AIPR) APPLIED IMAGERY PATTERN RECOGNITION WORKSHOP: SENSING FOR CONTROL AND AUGMENTATION
575,2013 IEEE 10TH INTERNATIONAL CONFERENCE ON AND 10TH INTERNATIONAL CONFERENCE ON AUTONOMIC AND TRUSTED COMPUTING (UIC/ATC) UBIQUITOUS INTELLIGENCE AND COMPUTING
576,2013 IEEE 10TH INTERNATIONAL CONFERENCE ON MOBILE AD-HOC AND SENSOR SYSTEMS (MASS 2013)
577,2013 IEEE 10TH INTERNATIONAL SYMPOSIUM ON BIOMEDICAL IMAGING (ISBI)
578,2013 IEEE 13TH INTERNATIONAL CONFERENCE ON DATA MINING (ICDM)
579,2013 IEEE 14TH ANNUAL WIRELESS AND MICROWAVE TECHNOLOGY CONFERENCE (WAMICON)
580,2013 IEEE 14TH INTERNATIONAL SUPERCONDUCTIVE ELECTRONICS CONFERENCE (ISEC)
581,2013 IEEE 14TH INTERNATIONAL VACUUM ELECTRONICS CONFERENCE (IVEC)
582,2013 IEEE 15TH INTERNATIONAL CONFERENCE ON HIGH PERFORMANCE COMPUTING AND COMMUNICATIONS & 2013 IEEE INTERNATIONAL CONFERENCE ON EMBEDDED AND UBIQUITOUS COMPUTING (HPCC_EUC)
583,2013 IEEE 19TH INTERNATIONAL CONFERENCE ON EMBEDDED AND REAL-TIME COMPUTING SYSTEMS AND APPLICATIONS (RTCSA)
584,2013 IEEE 21ST ANNUAL INTERNATIONAL SYMPOSIUM ON FIELD-PROGRAMMABLE CUSTOM COMPUTING MACHINES (FCCM)
585,2013 IEEE 22ND CONFERENCE ON ELECTRICAL PERFORMANCE OF ELECTRONIC PACKAGING AND SYSTEMS (EPEPS)
586,2013 IEEE 29TH SYMPOSIUM ON MASS STORAGE SYSTEMS AND TECHNOLOGIES (MSST)
587,2013 IEEE 31ST INTERNATIONAL CONFERENCE ON COMPUTER DESIGN (ICCD)
588,2013 IEEE 33RD INTERNATIONAL CONFERENCE ON DISTRIBUTED COMPUTING SYSTEMS (ICDCS)
589,2013 IEEE 37TH ANNUAL COMPUTER SOFTWARE AND APPLICATIONS CONFERENCE WORKSHOPS (COMPSACW)
590,2013 IEEE 39TH PHOTOVOLTAIC SPECIALISTS CONFERENCE (PVSC)
591,2013 IEEE 52ND ANNUAL CONFERENCE ON DECISION AND CONTROL (CDC)
592,2013 IEEE 5TH INTERNATIONAL WORKSHOP ON COMPUTATIONAL ADVANCES IN MULTI-SENSOR ADAPTIVE PROCESSING (CAMSAP 2013)
593,2013 IEEE 63RD ELECTRONIC COMPONENTS AND TECHNOLOGY CONFERENCE (ECTC)
594,2013 IEEE 9TH INTERNATIONAL CONFERENCE ON E-SCIENCE (E-SCIENCE)
595,2013 IEEE AEROSPACE CONFERENCE
596,2013 IEEE ANTENNAS AND PROPAGATION SOCIETY INTERNATIONAL SYMPOSIUM (APSURSI)
597,2013 IEEE CONFERENCE ON COMMUNICATIONS AND NETWORK SECURITY (CNS)
598,2013 IEEE CONFERENCE ON COMPUTER COMMUNICATIONS WORKSHOPS (INFOCOM WKSHPS)
599,2013 IEEE CONFERENCE ON COMPUTER VISION AND PATTERN RECOGNITION (CVPR)
600,2013 IEEE CONFERENCE ON HIGH PERFORMANCE EXTREME COMPUTING (HPEC)
601,2013 IEEE CONGRESS ON EVOLUTIONARY COMPUTATION (CEC)
602,2013 IEEE CONSUMER COMMUNICATIONS AND NETWORKING CONFERENCE (CCNC)
603,2013 IEEE ELECTRIC SHIP TECHNOLOGIES SYMPOSIUM (ESTS)
604,2013 IEEE EUROCON
605,2013 IEEE FRONTIERS IN EDUCATION CONFERENCE
606,2013 IEEE GLOBAL COMMUNICATIONS CONFERENCE (GLOBECOM)
607,2013 IEEE GLOBAL CONFERENCE ON SIGNAL AND INFORMATION PROCESSING (GLOBALSIP)
608,2013 IEEE GRENOBLE POWERTECH (POWERTECH)
609,2013 IEEE INDUSTRY APPLICATIONS SOCIETY ANNUAL MEETING
610,2013 IEEE INTERNATIONAL CONFERENCE ON BIG DATA
611,2013 IEEE INTERNATIONAL CONFERENCE ON COMPUTER VISION (ICCV)
612,2013 IEEE INTERNATIONAL CONFERENCE ON HEALTHCARE INFORMATICS (ICHI 2013)
613,2013 IEEE INTERNATIONAL CONFERENCE ON MULTIMEDIA AND EXPO (ICME 2013)
614,2013 IEEE INTERNATIONAL CONFERENCE ON RFID (RFID)
615,2013 IEEE INTERNATIONAL CONFERENCE ON ROBOTICS AND AUTOMATION (ICRA)
616,2013 IEEE INTERNATIONAL CONFERENCE ON SMART GRID COMMUNICATIONS (SMARTGRIDCOMM)
617,2013 IEEE INTERNATIONAL GEOSCIENCE AND REMOTE SENSING SYMPOSIUM (IGARSS)
618,2013 IEEE INTERNATIONAL INSTRUMENTATION AND MEASUREMENT TECHNOLOGY CONFERENCE (I2MTC)
619,2013 IEEE INTERNATIONAL SYMPOSIUM ON INFORMATION THEORY PROCEEDINGS (ISIT)
620,2013 IEEE INTERNATIONAL SYMPOSIUM ON LOW POWER ELECTRONICS AND DESIGN (ISLPED)
621,2013 IEEE INTERNATIONAL SYMPOSIUM ON PHASED ARRAY SYSTEMS AND TECHNOLOGY
622,2013 IEEE INTERNATIONAL SYMPOSIUM ON WORKLOAD CHARACTERIZATION (IISWC 2013)
623,2013 IEEE INTERNATIONAL WIRELESS SYMPOSIUM (IWS)
624,2013 IEEE MILITARY COMMUNICATIONS CONFERENCE (MILCOM 2013)
625,2013 IEEE MTT-S INTERNATIONAL MICROWAVE SYMPOSIUM DIGEST (IMS)
626,2013 IEEE MTT-S INTERNATIONAL MICROWAVE WORKSHOP SERIES ON RF AND WIRELESS TECHNOLOGIES FOR BIOMEDICAL AND HEALTHCARE APPLICATIONS (IMWS-BIO)
627,2013 IEEE NUCLEAR SCIENCE SYMPOSIUM AND MEDICAL IMAGING CONFERENCE (NSS/MIC)
628,2013 IEEE POWER AND ENERGY SOCIETY GENERAL MEETING (PES)
629,2013 IEEE SENSORS
630,2013 IEEE SOI-3D-SUBTHRESHOLD MICROELECTRONICS TECHNOLOGY UNIFIED CONFERENCE (S3S)
631,2013 IEEE SYMPOSIUM ON COMPUTERS AND COMMUNICATIONS (ISCC)
632,2013 IEEE TOPICAL CONFERENCE ON WIRELESS SENSORS AND SENSOR NETWORKS (WISNET)
633,2013 IEEE VIRTUAL REALITY CONFERENCE (VR)
634,2013 IEEE WIRELESS COMMUNICATIONS AND NETWORKING CONFERENCE (WCNC)
635,2013 IEEE WIRELESS COMMUNICATIONS AND NETWORKING CONFERENCE WORKSHOPS (WCNCW)
636,2013 IEEE WORKSHOP ON APPLICATIONS OF COMPUTER VISION (WACV)
637,2013 IEEE/ACM INTERNATIONAL CONFERENCE ON ADVANCES IN SOCIAL NETWORKS ANALYSIS AND MINING (ASONAM)
638,2013 IEEE/CIC INTERNATIONAL CONFERENCE ON COMMUNICATIONS IN CHINA (ICCC)
639,2013 IEEE/RSJ INTERNATIONAL CONFERENCE ON INTELLIGENT ROBOTS AND SYSTEMS (IROS)
640,2013 INTERNATIONAL CONFERENCE ON 3D VISION (3DV 2013)
641,2013 INTERNATIONAL CONFERENCE ON COMPUTER-AIDED DESIGN AND COMPUTER GRAPHICS (CAD/GRAPHICS)
642,2013 INTERNATIONAL CONFERENCE ON CONNECTED VEHICLES AND EXPO (ICCVE)
643,2013 INTERNATIONAL CONFERENCE ON RECONFIGURABLE COMPUTING AND FPGAS (RECONFIG)
644,2013 INTERNATIONAL JOINT CONFERENCE ON NEURAL NETWORKS (IJCNN)
645,2013 INTERNATIONAL SYMPOSIUM ON LIGHTNING PROTECTION (XII SIPDA)
646,2013 MTS/IEEE OCEANS - BERGEN
647,2013 NORTH AMERICAN POWER SYMPOSIUM (NAPS)
648,2013 OCEANS - SAN DIEGO
649,2013 PHYSICS EDUCATION RESEARCH CONFERENCE
650,2013 PROCEEDINGS IEEE INFOCOM
651,2013 PROCEEDINGS OF IEEE SOUTHEASTCON
652,2013 PROCEEDINGS OF THE 21ST EUROPEAN SIGNAL PROCESSING CONFERENCE (EUSIPCO)
653,2013 PROGNOSTICS AND HEALTH MANAGEMENT CONFERENCE (PHM)
654,2013 SECOND GENI RESEARCH AND EDUCATIONAL EXPERIMENT WORKSHOP (GREE)
655,2013 SEVENTH INTERNATIONAL CONFERENCE ON DISTRIBUTED SMART CAMERAS (ICDSC)
656,2013 SIXTH INTERNATIONAL CONFERENCE ON BUSINESS INTELLIGENCE AND FINANCIAL ENGINEERING (BIFE)
657,2013 TWENTY NINTH ANNUAL IEEE SEMICONDUCTOR THERMAL MEASUREMENT AND MANAGEMENT SYMPOSIUM (SEMI-THERM)
658,2013 TWENTY-EIGHTH ANNUAL IEEE APPLIED POWER ELECTRONICS CONFERENCE AND EXPOSITION (APEC 2013)
